Survive,Survive_bar,chi,dynamics,epsilon,lam_min,lam_min_cor,lam_min_ran,mean_N,mean_N_bar,mean_R,mean_R_bar,mu,nu,nu_threshold,opti_f,opti_f_bar,phi_N,phi_N_bar,phi_R,phi_R_bar,power,power_bar,q_N,q_N_bar,q_R,q_R_bar,sample_size,size,var_N,var_R
99.8895,0.33954344346489745,NaN,linear,1e-06,0.9999972761787576,1.410899449080512,1.4108994506386088,9.958901664929861,0.21515933299029838,0.5000736532619099,0.005051717087929212,1.0,NaN,NaN,2071.646276209977,31.93536711337504,0.998895,0.0033954344346489775,1.0,0.0,949.9280385475536,9.90653688785415,133.68725322349195,293.3713941678038,0.26001892266509935,0.0052622559372057206,4000,100,34.50753085174919,0.009945263978386477
99.88975,0.33629590764682227,NaN,linear,1.7012542798525892e-06,0.9999953663173935,1.410074314310149,1.4100743180448083,9.95892367177673,0.21531490539240486,0.5000722408054183,0.005057485396755206,1.0,NaN,NaN,2071.648242954728,31.96655702035364,0.9988975,0.0033629590764682254,1.0,0.0,949.928505171919,9.913024261026123,133.68463588937183,293.3678816750741,0.26001777208812915,0.005266669611642465,4000,100,34.5044751890969,0.009945526063976846
99.88975,0.33629590764682227,NaN,linear,2.894266124716752e-06,0.9999921169357147,1.4100743826058701,1.4100743889620713,9.958923619130875,0.21531394192055203,0.5000722414962661,0.005057485620491426,1.0,NaN,NaN,2071.6482415522755,31.966557248812816,0.9988975,0.0033629590764682254,1.0,0.0,949.9285051006698,9.913024233174571,133.68445546777667,293.36227538688524,0.2600177730344253,0.005266669657486676,4000,100,34.504295816093865,0.009945526319325448
99.88075,0.3626698739901069,NaN,linear,4.923882631706742e-06,0.9999865848619958,1.4151312505740261,1.4151312392685995,9.9598866966368,0.18898823454540722,0.49995913740733994,0.004935958217706143,1.0,NaN,NaN,2071.567107061769,31.68015145129782,0.9988075,0.0036266987399010716,1.0,0.0,949.7952554254404,9.922074290345154,129.56670600330875,100.33098046311775,0.2599123095004327,0.005150532236075582,4000,100,30.36736299346602,0.009953170423341299
99.8755,0.3911518247432831,NaN,linear,8.376776400682924e-06,0.9999771828997559,1.4175090873440321,1.4175090403921833,9.959766911695446,0.1881384425048382,0.4999207799861911,0.004918589561083112,1.0,NaN,NaN,2071.6980148548346,31.494800653732003,0.998755,0.003911518247432832,1.0,0.0,949.8339109768447,9.878224752050702,129.5031722374718,100.4030970496203,0.2598552114382881,0.005131902059641676,4000,100,30.30621530216834,0.009934425176286397
99.879,0.36926819521859716,NaN,linear,1.4251026703029993e-05,0.9999611734896416,1.4094922781730774,1.409492271086859,9.959661154191526,0.18925625608179528,0.4999747276389416,0.004968439386141248,1.0,NaN,NaN,2071.409590777182,31.671740531832498,0.9987900000000001,0.0036926819521859743,1.0,0.0,949.7383825785852,9.914428807320059,129.61748159110826,100.26769352301969,0.259934771796219,0.005177697123054358,4000,100,30.42263128479658,0.009960043518585192
99.88525,0.36066942967210297,NaN,linear,2.424462017082331e-05,0.9999339167390902,1.411495171991495,1.4114952069873643,9.957465136871646,0.19234891637353874,0.5000048269682011,0.0050041942773005246,1.0,NaN,NaN,2071.0673211245844,31.888740779494174,0.9988524999999999,0.003606694296721032,1.0,0.0,949.66039334141,9.981940601214692,129.73929445763588,101.28798322171525,0.259944633184794,0.005186652282742043,4000,100,30.58818250562162,0.009939806193293203
99.87925,0.34593270660635717,NaN,linear,4.124626382901348e-05,0.9998876025892428,1.4127513235586535,1.4127512996679406,9.961466693539913,0.20275981230738893,0.49990017632592515,0.005017732387610348,1.0,NaN,NaN,2072.1559902246368,31.891160625431464,0.9987925,0.0034593270660635755,1.0,0.0,950.0063087266353,10.037674972522622,132.1675802568124,275.9291763796677,0.25981588879299994,0.005224102341902876,4000,100,32.93676157030741,0.009915702502308906
99.88225,0.35054947938914416,NaN,linear,7.017038286703837e-05,0.9998088505422195,1.413068720092805,1.4130686594321487,9.960202956532152,0.20421634983998205,0.49989876630467794,0.005023521076226888,1.0,NaN,NaN,2071.9734398179357,31.87762115954459,0.9988225,0.0035054947938914444,1.0,0.0,949.956334531682,10.020961614185403,132.1206108380402,275.87392234484963,0.25979234826467823,0.00522349845190037,4000,100,32.91496790272839,0.009893571711739194
99.87625,0.3639174872137914,NaN,linear,0.00011937766417144369,0.9996747917160688,1.421603791720948,1.4216036168410833,9.959783023793445,0.19388844639241207,0.49990817087343487,0.005078038691449832,1.0,NaN,NaN,2071.6792841883253,32.671039697904135,0.9987625,0.0036391748721379164,1.0,0.0,949.8279294805336,10.176604723712925,129.4465300494651,99.49594493646008,0.2598374377031603,0.005262068627291581,4000,100,30.24925216842101,0.009929258397136972
99.8755,0.34999964285696067,NaN,linear,0.00020309176209047368,0.9994465558904837,1.4226338872607458,1.4226326206669495,9.958391294864308,0.18067680282024728,0.4998747316703636,0.0050336309319703905,1.0,NaN,NaN,2071.696588900526,32.180630981609156,0.9987550000000001,0.00349999642856961,1.0,0.0,949.8334466099071,10.039986064300164,127.7644708155664,12.639547908215839,0.2597834296239552,0.005232819547223083,4000,100,28.59491363393716,0.00990868226143714
99.8795,0.3456584296672077,NaN,linear,0.0003455107294592222,0.9990585029626554,1.412667572435001,1.4126672662559692,9.958769495844933,0.1804772893788521,0.49986941438905313,0.005058918427130484,1.0,NaN,NaN,2071.806372715018,31.780176058525647,0.9987950000000001,0.0034565842966720805,1.0,0.0,949.8766204602913,9.95451405305493,127.79605345746086,13.162509816384425,0.25977485940994405,0.005261305093300516,4000,100,28.618963586089308,0.00990542796828913
