Survive,Survive_bar,chi,dynamics,epsilon,lam_min,lam_min_cor,lam_min_ran,mean_N,mean_N_bar,mean_R,mean_R_bar,mu,nu,nu_threshold,opti_f,opti_f_bar,phi_N,phi_N_bar,phi_R,phi_R_bar,power,power_bar,q_N,q_N_bar,q_R,q_R_bar,sample_size,size,var_N,var_R
10.00375,0.06508408023472406,0.15323000000000128,quadratic,1e-06,1.1464999124097868,12.570037109076269,12.181418802782765,1.0916871446699166,0.016104656665814496,0.08461431456239876,0.001845692401163768,0,-23934383.069366626,-0.049247383199385715,99.13850035294452,1.9872708502043608,0.10003750000000003,0.0006508408023472404,0.25326750000000003,0.037178601960670875,92.35402780407757,2.364676696424255,11.943737663470717,0.35504898548654557,0.04755564568816785,0.005607734634178408,4000,100,10.751956841633161,0.04039606345930328
10.00375,0.06508408023472406,0.15324499999999894,quadratic,1.232846739442066e-06,1.1464998921968028,12.570026502961754,12.18158789807641,1.091685927073692,0.016104640928197803,0.08461421604049373,0.0018456901460259408,0,-15680487.002100917,-0.04924596800368522,99.13850250402334,1.9872708691298557,0.10003750000000003,0.0006508408023472404,0.2532825,0.03719543243128113,92.35392476358014,2.3646741131443036,11.943711085402597,0.35504825095401343,0.04755555543252375,0.005607723571062805,4000,100,10.751932922031852,0.04039598987637641
10.00375,0.06508408023472406,0.15324499999999988,quadratic,1.519911082952933e-06,1.1464998670934605,12.570013396377126,12.181574107448647,1.0916844257934972,0.016104621735870555,0.0846140945787959,0.0018456873656262193,0,-10316713.589617247,-0.0492459538570741,99.13850515595593,1.987270892460524,0.10003750000000003,0.0006508408023472404,0.2532825,0.03719543243128113,92.3537977164226,2.364670948857968,11.943678315239943,0.3550473497171201,0.04755544443248458,0.005607709684604592,4000,100,10.751903429719865,0.04039589943109516
10.00375,0.06508408023472406,0.1532549999999995,quadratic,1.873817422860383e-06,1.1464998361439962,12.56999723745582,12.181557105558452,1.0916825749570667,0.01610459808153765,0.08461394483597412,0.001845683937759966,0,-6786213.406973511,-0.049245183783451954,99.13850842536715,1.98727092122318,0.10003750000000003,0.0006508408023472404,0.25329250000000003,0.037214707358113136,92.35364108774796,2.3646670481739362,11.94363791499521,0.3550462387970778,0.04755530759390829,0.005607692566077178,4000,100,10.751867070530318,0.04039578793320302
10.00375,0.06508408023472406,0.1532475000000004,quadratic,2.310129700083158e-06,1.1464997979866902,12.569977315233572,12.181536130676639,1.0916802930984046,0.01610456902890213,0.08461376022711395,0.0018456797119494846,0,-4453092.729080408,-0.04924558041124592,99.13851245603055,1.987270956685876,0.10003750000000003,0.0006508408023472404,0.25328500000000004,0.03720764403990127,92.35344798291224,2.36466224217019,11.94358810611001,0.35504487154761244,0.04755513902736802,0.005607671239028512,4000,100,10.751822243770592,0.04039565060759649
10.0035,0.06314863418950564,0.15302749999999982,quadratic,2.848035868435805e-06,1.149749759748075,12.61741878849094,12.200401846309655,1.0913860390426793,0.01613763507914041,0.0846142949981911,0.0018307936938694168,0,-3184842.035680711,-0.04917229011829526,99.09683055762714,1.9671199077476307,0.10003500000000003,0.0006314863418950559,0.2530625,0.037354331659795494,92.32852872518453,2.348977614952775,11.937292793001571,0.35621740306861904,0.04746284246388884,0.0055218560999991,4000,100,10.746169306784303,0.040303263545847935
10.00325,0.06115094030348184,0.15303249999999988,quadratic,3.5111917342151275e-06,1.1499997038567813,12.620092471097585,12.203007204099661,1.0913825724886257,0.016137588026928155,0.0846140144521832,0.0018307875798856594,0,-1973972.2172953186,-0.04917129479150039,99.0968366811315,1.9671199633488574,0.10003250000000001,0.000611509403034818,0.253065,0.037351784093935865,92.32823537164772,2.3489704386823584,11.937217144927693,0.35621525874674115,0.04746258593811089,0.00552182234985283,4000,100,10.746101225395803,0.04030305449639662
10.00375,0.06508408023472406,0.15327749999999982,quadratic,4.328761281083061e-06,1.1447496544238647,12.553875122106644,12.16086353798255,1.091497182808395,0.016123207520072846,0.0846033023380897,0.0018453924155256035,0,-1390108.6442913087,-0.04922276498135058,99.11120611225351,1.9743733541452841,0.10003750000000003,0.0006508408023472405,0.253315,0.036971080252002374,92.32674261562398,2.3695562439704636,11.939651087915639,0.3554562522370817,0.04752398647673033,0.005587650736060737,4000,100,10.748284987836977,0.040366267710220116
10.00375,0.06508408023472406,0.1532200000000002,quadratic,5.336699231206313e-06,1.144499575432629,12.55100844392039,12.15782207577715,1.0914919113198525,0.016123139272354665,0.08460287581613911,0.001845382669114143,0,-923797.8430263887,-0.049229297941466806,99.11121542338223,1.9743734380102569,0.10003750000000003,0.0006508408023472405,0.25325749999999997,0.03685395085672634,92.32629654869123,2.3695450686403556,11.939536037877474,0.355453063410732,0.04752359670741633,0.005587601386034179,4000,100,10.74818144540081,0.040365950111055274
10.00525,0.0788824283348326,0.15267000000000003,quadratic,6.579332246575683e-06,1.1469994499959046,12.577812114537595,12.171452576695192,1.0915246448813298,0.016280164136701507,0.08461769408292698,0.0018436310207490187,0,-783491.3876006465,-0.04926664547622275,99.11551852397828,1.9920139194851603,0.1000525,0.0007888242833483256,0.2527225,0.03704136868084115,92.34574019893977,2.3484440762200514,11.940267700790548,0.35927887918048246,0.04747836665435577,0.005560332514983417,4000,100,10.748841650407234,0.04031821250244396
10.00225,0.05239215112972553,0.15249500000000007,quadratic,8.111308307896873e-06,1.1429992896459222,12.52103495059802,12.111467561146204,1.0915843980682114,0.01576562483185592,0.08458905517098196,0.0018979385799157969,0,-253439.75924383802,-0.0494577457552261,99.13368536285051,1.9430404034065003,0.10002250000000001,0.000523921511297255,0.2525175,0.03779930149817586,92.32145672381965,2.3942478310096544,11.940890742607689,0.3480100315384921,0.04767994766160994,0.005570969319282501,4000,100,10.74933424450175,0.04052463940689051
10.00225,0.05239215112972553,0.15247750000000007,quadratic,1e-05,1.1424991600824415,12.52028399803016,12.109153943465605,1.0916018099618339,0.015711332958301495,0.08459805450123543,0.0019025857630485471,0,-174251.4130536794,-0.04943896001274059,99.131015540652,1.9373989337950697,0.10002250000000001,0.000523921511297255,0.2525,0.03749066550489601,92.33349591996286,2.3953123750846923,11.94131805802603,0.3468964064696273,0.0476949298772758,0.005578353082122691,4000,100,10.749723546514078,0.0405380990518818
10.00225,0.05239215112972553,0.15251249999999997,quadratic,1.2328467394420658e-05,1.1424989757225357,12.520276419537748,12.109201593382307,1.0915896342420293,0.01571118653031522,0.08459706956736997,0.0019025627010561517,0,-114009.560896415,-0.04943654841756363,99.1310370453088,1.937399114874971,0.10002250000000001,0.000523921511297255,0.252535,0.03751897886403627,92.33246575460562,2.3952868145452886,11.941052284686185,0.3468893984837045,0.04769402852029221,0.005578236093486753,4000,100,10.749484355101538,0.040537364340905775
10.00375,0.061122315891988264,0.152115,quadratic,1.5199110829529332e-05,1.1454984549252298,12.550292331317094,12.14130041241376,1.0917523787457994,0.01593326980794438,0.084596632339656,0.0019010071384966249,0,-107794.87215405979,-0.04946792152898827,99.14317238393467,1.9814054872692326,0.10003750000000003,0.0006112231589198824,0.25215250000000006,0.03720674325643135,92.34789735339905,2.4108934921899907,11.945062121047247,0.3519482287171467,0.047720312749147245,0.005600205210062829,4000,100,10.753138864550136,0.040563722545936313
10.0045,0.06693093455196934,0.15181000000000006,quadratic,1.873817422860383e-05,1.1447481802180344,12.55224427400593,12.13539043091127,1.0918222789196275,0.01641896374297234,0.08461918843049454,0.0018457567205657636,0,-103998.57185920444,-0.04946650337369416,99.15166876728242,2.0248034873285943,0.10004500000000002,0.0006693093455196928,0.251855,0.03709661675948361,92.38120650677772,2.3941032272230176,11.947023738977625,0.3629331294958631,0.04771245820794065,0.005572240927016435,4000,100,10.754947850232377,0.04055205115730511
10.0035,0.059057175685940155,0.1528125,quadratic,2.310129700083158e-05,1.1499980126914122,12.595933470322516,12.188348122532854,1.0912538286261928,0.016320471730745162,0.0846025612866681,0.0018669653473008844,0,-49714.55343468439,-0.04925368869681105,99.1135572171687,2.021795943316287,0.10003500000000001,0.000590571756859401,0.2528475,0.036816663941074294,92.31664386021174,2.410890010213372,11.934410121908043,0.36022771825764544,0.047572544829538016,0.005567961829958764,4000,100,10.743575203416718,0.04041495145327358
10.00375,0.061122315891988264,0.15311749999999996,quadratic,2.8480358684358048e-05,1.1484974655700904,12.581675703695524,12.171969379171886,1.091138867949295,0.016247865555726444,0.08459368536284576,0.0018565408990520484,0,-30752.362124896157,-0.0492376605494002,99.10795460161441,2.008544167223004,0.10003750000000003,0.0006112231589198824,0.253155,0.037113285693939846,92.30045095725768,2.3999892061709516,11.931843060244661,0.358604950928105,0.04753757907141039,0.005589763368277343,4000,100,10.741259031094993,0.04038148746814224
10.0025,0.04993746088859544,0.15306749999999994,quadratic,3.511191734215127e-05,1.1569969322235698,12.686759275989413,12.2705166855148,1.091826448580946,0.01606718604258064,0.08458893665491367,0.0018838278241188036,0,-13161.314117863903,-0.04913465551444274,99.19121346464337,1.9577534902443938,0.10002500000000002,0.0004993746088859542,0.25309250000000005,0.03684781464008415,92.3569111321713,2.3938859819047025,11.94650855804697,0.3547237727074799,0.04739341484438957,0.005591764276879963,4000,100,10.754423564226089,0.04023812663998057
10.00375,0.06508408023472406,0.1538775,quadratic,4.328761281083062e-05,1.1549962750749865,12.670445975563995,12.255038192814434,1.0910620289105746,0.01613940040708444,0.08459219857322375,0.001854836467723487,0,-17493.15546546342,-0.04895346727109345,99.09530737431479,1.9593214337250677,0.10003750000000003,0.0006508408023472404,0.253915,0.03742623110867564,92.29544134913489,2.3511943477971853,11.930014541073895,0.3561483009002908,0.047364083865144825,0.005508708849262042,4000,100,10.739598190143436,0.04020824380569311
10.003,0.0590846849868898,0.15302249999999998,quadratic,5.3366992312063123e-05,1.1507454858066501,12.623160064484063,12.212113254378139,1.091122416064638,0.0160791195020295,0.08459505295905179,0.0018327966133052612,0,-7463.545486725109,-0.0491548219341046,99.10352160676601,1.9653469998014703,0.10003000000000002,0.0005908468498688975,0.2530525,0.03731765324548156,92.30872221454842,2.3504226099076337,11.931503958238682,0.3549097155701423,0.047432644880032265,0.005525307919564163,4000,100,10.74095583139995,0.04027632189488749
