phi_R,phi_N,mean_R,mean_N,q_R,q_N,Survive,Survive_bar,phi_R_bar,phi_N_bar,mean_R_bar,mean_N_bar,q_R_bar,q_N_bar,var_R,var_N,power,power_bar,opti_f,opti_f_bar,lam_min,lam_min_cor,lam_min_ran,nu,nu_threshold,chi,dynamics,size,mu,epsilon,sample_size
1.0,1.0,1.0020171256010746,9.02532737014069,1.013475224690022,82.43638301409399,100.0,0.0,0.0,0.0,0.005747696021676468,0.1225778349965489,0.011435908675954003,2.1805843313265063,0.009436904692182179,0.9798488758833261,904.6994712049785,13.816635034221113,82.72159147801317,2.1900205403860955,0.9983755004263474,6.347514817432054,6.347508502716729,-0.9999627278780021,-0.9999627278780021,-1.3518293761328834e-17,quadratic,100,0.0017634048216824735,0.0005878016072274912,10
1.0,1.0,0.9962921138472179,8.982318731123062,1.0035276475422785,81.65080607050025,100.0,0.0,0.0,0.0,0.008251135193248865,0.11195061619051846,0.016034135938027563,2.0318343314750584,0.010929671428120522,0.9687562830160298,896.2197918885092,12.021396795952798,82.1407693687461,2.0412444927762854,0.9972825197086055,6.469112625921113,6.468820891890175,-0.9999421009644462,-0.9999421009644462,4.133217162267534e-18,quadratic,100,0.003,0.001,10
1.0,1.0,0.9951634239908489,9.038107418078583,1.0003036912534407,82.7197151911181,100.0,0.0,0.0,0.0,0.009318246322653856,0.09404938064473697,0.018726744893090973,1.7032189114160539,0.009953450804250493,1.032329490390975,903.2916446892859,14.15233495431189,83.56385485978544,1.7070621717061183,0.9952712528173988,6.559549536215561,6.55983647930599,-0.9999211305631031,-0.9999211305631031,-2.7712076370675318e-18,quadratic,100,0.0051037628395577675,0.0017012542798525892,10
1.0,1.0,0.9951999143799283,8.97071104179062,0.9998695078413153,81.45322364182204,100.0,0.0,0.0,0.0,0.005716209122967148,0.12149691495723469,0.011313362063612,2.1466531635493475,0.009446638259498727,0.9795670465178681,899.210494796874,13.706230115827497,82.84497672176408,2.192336748320593,0.9920171223492277,6.287858343478435,6.287807403185202,-0.9998251443674672,-0.9998251443674672,5.2150502593247975e-18,quadratic,100,0.008682798374150254,0.0028942661247167516,10
1.0,1.0,0.9846173525636787,8.888448747104347,0.9804058194847541,79.97616062741534,100.0,0.0,0.0,0.0,0.008269861074839653,0.11103389341572639,0.015853922609309644,1.9986164455517414,0.01093448851524673,0.9716394975144967,886.8510370389888,11.984041155600647,82.351266289834,2.042567214084973,0.9866653994227306,6.3798815367165105,6.378465422459501,-0.9997392822278013,-0.9997392822278013,-7.620193710751452e-19,quadratic,100,0.014771647895120225,0.004923882631706742,10
1.0,1.0,0.9754986093784904,8.878884927532804,0.961648455017185,79.87323104648195,100.0,0.0,0.0,0.0,0.008915799396973017,0.0946383536329485,0.017637602008630963,1.6881019542519515,0.010050918117816351,1.0386334901127474,887.3453002496462,13.936451731365354,83.9214369813262,1.7064680981436022,0.9768526242493157,6.378359299155822,6.379178919532146,-0.999684058077829,-0.999684058077829,-1.7335620550951807e-17,quadratic,100,0.025130329202048773,0.008376776400682925,10
1.0,1.0,0.962941190720923,8.710872806627401,0.9368980264608353,76.86880703377837,100.0,0.0,0.0,0.0,0.0056895776525427225,0.11674486931331789,0.01096330163240422,1.9959911228308551,0.009642289673806325,0.9895019805376222,873.0965471033032,13.217737377268904,83.4302271557344,2.2033667485235844,0.9610793373335674,5.973398251844864,5.977017753334156,-0.9993468017656261,-0.9993468017656261,3.1350311968643243e-18,quadratic,100,0.04275308010908997,0.014251026703029992,10
1.0,1.0,0.930912134315743,8.452774295836491,0.8779179668833397,72.46734309431834,100.0,0.0,0.0,0.0,0.008585596412268146,0.10824026713207592,0.015508491431128996,1.8799010215619543,0.011320565067047698,1.017949797964243,843.366345031134,11.91895714071911,83.3234479802802,2.0492593972123396,0.9354497596088438,5.9233081533563485,5.928677950208732,-0.9992951539243954,-0.9992951539243954,-2.722941558586047e-18,quadratic,100,0.07273386051246993,0.02424462017082331,10
1.0,1.0,0.8889819583250901,8.168175734582764,0.8018180943886171,67.87572699128391,100.0,0.0,0.0,0.0,0.007597296488221449,0.09758768138249985,0.014026015318269249,1.6215183399685955,0.011529172161104793,1.1566321602572385,816.1612097564434,13.0981162705591,85.50494917861889,1.7072548539413381,0.889303620029861,5.358776575550576,5.370694929318813,-1.0001496798421292,-1.0001496798421292,-1.8935402748679194e-17,quadratic,100,0.1237387914870407,0.041246263829013564,10
1.0,1.0,0.8304010968296605,7.619116759878183,0.7026198956583671,59.28580782291983,100.0,0.0,0.0,0.0,0.006973903960381257,0.10314156413864795,0.011622329583645475,1.5322859304461454,0.013053914042464015,1.2348676222632111,763.3722379495105,11.762118065830004,85.85899144968963,2.2491958549673243,0.8175932287840812,4.2091437513225,4.229424277751571,-1.0016179966485028,-1.0016179966485028,-1.5856309791677433e-17,quadratic,100,0.21051114860111508,0.07017038286703836,10
