Survive,Survive_bar,chi,dynamics,epsilon,mean_N,mean_N_bar,mean_R,mean_R_bar,mu,nu,nu_threshold,opti_f,opti_f_bar,phi_N,phi_N_bar,phi_R,phi_R_bar,power,power_bar,q_N,q_N_bar,q_R,q_R_bar,size,var_N,var_R
12.3,1.7916472867168918,NaN,quadratic,1e-06,1.231549795282765,0.017176725759604907,0.1353958109808695,0.006280436085915379,0.0,NaN,NaN,,,0.123,0.017916472867168912,1.0,0.0,104.61981447446628,2.3447828513802635,15.26536601218727,0.4851753123597148,0.04232731114024174,0.010410174860533422,100,13.74865111392625,0.0239952855090744
13.25,1.4448183276799889,NaN,quadratic,1.232846739442066e-06,1.227552824927937,0.015546142038049557,0.13471399239555887,0.004647122588103368,0.0,NaN,NaN,,,0.13250000000000003,0.01444818327679989,1.0,0.0,104.29257009451506,2.2079971246888515,15.027730191038119,0.42811862720089755,0.04024914217969412,0.006349116023377473,100,13.52084425304956,0.022101282432543428
12.25,1.7853571071357126,NaN,quadratic,1.519911082952933e-06,1.2315493160899345,0.017176392431835334,0.13539600845096925,0.006280471199055248,0.0,NaN,NaN,,,0.12249999999999998,0.017853571071357124,1.0,0.0,104.61977430669756,2.344782628637491,15.265358147767364,0.48516251753474593,0.042327431504461,0.010410215888672225,100,13.748644429805779,0.023995352400006064
13.25,1.4448183276799889,NaN,quadratic,1.873817422860383e-06,1.227553428947305,0.01554684328981651,0.13471387983986136,0.004647340668326597,0.0,NaN,NaN,,,0.13250000000000003,0.01444818327679989,1.0,0.0,104.29262118458374,2.208021094777761,15.027746197755835,0.4281250645701401,0.04024909184590868,0.0063492790208909905,100,13.52085877683555,0.022101262424400074
12.25,1.7853571071357126,NaN,quadratic,2.310129700083158e-06,1.231549963528889,0.017176572406873793,0.13539594277319583,0.006280316283612994,0.0,NaN,NaN,,,0.12249999999999998,0.017853571071357124,1.0,0.0,104.61982918302135,2.3447800011610926,15.265380569054344,0.4851640425065291,0.04232737510413105,0.01041014928289141,100,13.748665256386337,0.023995313784688527
13.25,1.4448183276799889,NaN,quadratic,2.848035868435805e-06,1.2275533617339398,0.015547037454481012,0.13471411851069007,0.004647275739616308,0.0,NaN,NaN,,,0.13250000000000003,0.01444818327679989,1.0,0.0,104.29261625838225,2.208044636402821,15.027746353931319,0.42811954153555226,0.04024921810209242,0.00634923944700729,100,13.520859098027021,0.022101324375980176
12.25,1.7853571071357126,NaN,quadratic,3.5111917342151275e-06,1.2315495536978265,0.017177072650932945,0.13539587187585161,0.006280377042330267,0.0,NaN,NaN,,,0.12249999999999998,0.017853571071357124,1.0,0.0,104.61979419365142,2.34481139478423,15.265380503133816,0.4851745478116799,0.042327321450028585,0.01041013839124358,100,13.7486661999205,0.02399527932900656
13.25,1.4448183276799889,NaN,quadratic,4.328761281083061e-06,1.2275531080638014,0.015546528948091932,0.13471416668622616,0.004647309419455829,0.0,NaN,NaN,,,0.13250000000000003,0.01444818327679989,1.0,0.0,104.2925944500762,2.2079972412873063,15.02774290526418,0.4281023513446439,0.04024924829849012,0.006349220855790635,100,13.520856272147082,0.022101341592525803
12.3,1.7916472867168918,NaN,quadratic,5.336699231206313e-06,1.2315491346342307,0.017176979098058088,0.13539591750155386,0.006280495852882786,0.0,NaN,NaN,,,0.123,0.017916472867168912,1.0,0.0,104.61975872843955,2.3448176648494736,15.265384818124055,0.48516298929349105,0.04232735178708741,0.0104102361264887,100,13.748671547105733,0.023995297310999832
13.25,1.4448183276799889,NaN,quadratic,6.579332246575683e-06,1.2275532457251161,0.015546558754926307,0.13471389528829716,0.004647329509917768,0.0,NaN,NaN,,,0.13250000000000003,0.01444818327679989,1.0,0.0,104.29260566057683,2.207991947008453,15.027750695806459,0.4280805185757758,0.04024909308070808,0.006349226861578155,100,13.520863724716191,0.02210125949696179
