Survive,Survive_bar,chi,dynamics,epsilon,lam_min,lam_min_cor,mean_N,mean_N_bar,mean_R,mean_R_bar,mu,nu,nu_threshold,opti_f,opti_f_bar,phi_N,phi_N_bar,phi_R,phi_R_bar,power,power_bar,q_N,q_N_bar,q_R,q_R_bar,size,var_N,var_R
71.852625,2.6869416832851063,0.12221125219555778,quadratic,1e-06,0.003237830043626955,0.001812906346612309,3.908203893581405,0.044917501280252646,0.3846004930217988,0.00463033547077879,0,15740812113.77095,-102.73989587658096,93.24566563484078,1.910013491626144,0.71852625,0.026869416832851066,0.84073625,0.03008106440832006,374.79234798445924,5.964764351215494,26.868532957123072,1.156081473891986,0.22598214253030063,0.009523101540265224,100,11.594475283318216,0.07806460329768994
71.853,2.687450650709702,0.12220750029867467,quadratic,1.3219411484660288e-06,0.0032367873637097846,0.0018125646551401156,3.908180436912451,0.04491721797119351,0.3845979897082376,0.004630305539232197,0,-12473160987.931644,-103.5777641121931,93.24571402693181,1.9100139630874995,0.71853,0.026874506507097023,0.84073625,0.03008106440832006,374.79005735568256,5.9647301434233535,26.86825643569845,1.1560710943238561,0.2259795629947059,0.009522999851205412,100,11.594382108233251,0.07806394930708827
71.852875,2.6877461253576387,0.12220625021354849,quadratic,1.747528400007683e-06,0.0032375232651910978,0.001814318393201142,3.908149310005286,0.04491687751743971,0.3845946805210661,0.004630265997826888,0,31296689172.95237,-103.5406637300465,93.24577799751437,1.910014586350551,0.71852875,0.02687746125357639,0.84073375,0.03007780096578704,374.7870293335189,5.964684924324696,26.867866640540456,1.1560591849914037,0.22597615285742167,0.009522865451466965,100,11.594235611245663,0.07806308457232077
71.85275,2.6874834766933917,0.12220374987794974,quadratic,2.310129700083158e-06,0.0032375696008143965,0.0018146660916137992,3.9081081623007794,0.04491643203243806,0.3845903060494881,0.00463021375228787,0,-11284148482.389032,-103.5340726730875,93.24586256119872,1.9100154100676243,0.7185275,0.026874834766933923,0.84073,0.03007144991516039,374.78302650821183,5.964625134870353,26.86735096187773,1.1560433276293263,0.22597164563598793,0.009522687232078398,100,11.594041553635755,0.07806194212874903
71.852875,2.688164659088985,0.12220499996720974,quadratic,3.0538555088334123e-06,0.003237999504736391,0.0018137209293188979,3.9080537759493232,0.04491583397510764,0.38458452345397753,0.004630144711071763,0,15669461349.220821,-101.54599697454334,93.24597434653785,1.910016499193647,0.7185287499999999,0.026881646590889853,0.8407325000000001,0.030071804797018747,374.7777351292611,5.964546056505097,26.866669466633795,1.1560220601264533,0.22596568778251247,0.009522451802464443,100,11.593785150922029,0.07806043210218946
71.854375,2.6887112822642374,0.12219375023788237,quadratic,4.037017258596558e-06,0.003236928731742671,0.0018091968808398788,3.907981882324575,0.04491505529696149,0.3845768794244346,0.004630053427720391,0,-481382246829.61255,-101.65418482157563,93.2461221153123,1.9100179388258545,0.71854375,0.026887112822642376,0.84073625,0.0300640222847426,374.7707404981378,5.964441644629603,26.86576707027341,1.1559959554558574,0.22595781162071774,0.009522140109202305,100,11.593444677696281,0.07805843543288163
71.856875,2.6891709195168314,0.12217249991551093,quadratic,5.336699231206313e-06,0.003237735290453795,0.0018087015952488908,3.9078868416508303,0.04491408307788293,0.3845667748712722,0.004629932902901562,0,13262897855.4683,-102.37137590023598,93.24631744832857,1.9100198418297043,0.7185687499999999,0.026891709195168315,0.84074,0.030070374124709517,374.7614943487434,5.964303653830819,26.86457721762321,1.1559622945237114,0.22594740165034116,0.009521729385216282,100,11.592997650475509,0.07805579731544939
71.855375,2.688021318623608,0.12218250004894815,quadratic,7.0548023107186455e-06,0.0032380127268838302,0.001801241789930665,3.9077612229618603,0.04491278945876398,0.3845534180862695,0.004629773699913514,0,-2998235.204153849,-101.95778920083391,93.24657565162813,1.9100223574347137,0.71855375,0.026880213186236082,0.84073625,0.03006817979089356,374.7492723558201,5.9641211739337,26.863000952829694,1.1559154220014232,0.225933638041105,0.009521185318693776,100,11.592403177145322,0.0780523066792718
71.85325,2.685835891766286,0.12218000001003756,quadratic,9.3260334688322e-06,0.003238624653153731,0.0018082579023657396,3.90759521416893,0.04491104025944285,0.3845357627258912,0.0046295630477658925,0,-1790642.2715855613,-102.98370996376637,93.24691695508949,1.9100256826866215,0.7185325,0.02685835891766286,0.8407125,0.03006895980492175,374.73311669023246,5.963879993124641,26.860946468505535,1.1558389714169854,0.2259154480167778,0.009520468601837032,100,11.59164611070961,0.07804769520159491
71.854125,2.684975881525754,0.12216249999379752,quadratic,1.2328467394420658e-05,0.003239452566905569,0.0018069617386113695,3.9073757687470065,0.044908706242679244,0.3845124256763921,0.004629284746140819,0,-1058066.151928505,-101.85375787809176,93.24736809184527,1.910030077890593,0.71854125,0.026849758815257543,0.84070375,0.030072699179446796,374.71176184398774,5.963561231566777,26.85819488041904,1.1557619830576287,0.2258914083113094,0.009519519328300552,100,11.590609482227778,0.07804160281176645
71.8535,2.6855237384912463,0.12214500002906888,quadratic,1.6297508346206434e-05,0.0032413160324263578,0.0018061820859386363,3.9070861585899657,0.044905710099229196,0.384481580040068,0.004628917153690243,0,-647847.8699395359,-102.25610214584724,93.24796438704718,1.9100358874495527,0.7185349999999999,0.026855237384912467,0.8406800000000001,0.030075115959876195,374.68353616011797,5.96314007213941,26.85460524567486,1.1556346708451957,0.2258596268127347,0.0095182605508601,100,11.589282995029565,0.07803354142262747
