Survive,Survive_bar,chi,dynamics,epsilon,mean_N,mean_N_bar,mean_R,mean_R_bar,mu,nu,nu_threshold,opti_f,opti_f_bar,phi_N,phi_N_bar,phi_R,phi_R_bar,power,power_bar,q_N,q_N_bar,q_R,q_R_bar,size,var_N,var_R
100.0,0.0,NaN,linear,1e-06,9.134432585442195,0.14697952257779795,1.0024501926159641,0.010796107693476949,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,905.3903748906225,9.207634023123319,85.53330312113616,2.717558871902718,1.0147736302562362,0.021855048122016562,100,2.0954444631479903,0.009867241580452497
100.0,0.0,NaN,linear,1.232846739442066e-06,9.088583010986525,0.14661345747464186,1.0019940849759899,0.010310440561307841,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,900.2343023674308,10.21165261758517,84.65868330384127,2.725032127865951,1.0143845533038642,0.02069063423068938,100,2.056342156248378,0.010392406976992891
100.0,0.0,NaN,linear,1.519911082952933e-06,9.134432660289105,0.14697950833935508,1.0024501733409983,0.01079608242166272,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,905.3903768181192,9.207633910500471,85.53330580012248,2.7175585636946815,1.014773597590169,0.02185500180367213,100,2.0954457747661754,0.00986724755877148
100.0,0.0,NaN,linear,1.873817422860383e-06,9.088583024515955,0.14661344100161494,1.0019940943875358,0.01031043657651357,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,900.2343014262724,10.211651578870057,84.658684758465,2.725031384183057,1.0143845763049926,0.020690625439909755,100,2.0563433649454073,0.010392411117494539
100.0,0.0,NaN,linear,2.310129700083158e-06,9.134432774050218,0.14697948669862057,1.0024501440447833,0.010796044011219882,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,905.3903797477408,9.207633739337844,85.53330987216741,2.717558095289783,1.0147735479416897,0.021854931404886556,100,2.0954477685246538,0.00986725664628296
100.0,0.0,NaN,linear,2.848035868435805e-06,9.08858304508027,0.14661341596389996,1.001994108692223,0.010310430520281496,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,900.234299995803,10.211650000106266,84.65868696971961,2.7250302538436406,1.0143846112662,0.020690612079441617,100,2.05634520239906,0.010392417412277517
100.0,0.0,NaN,linear,3.5111917342151275e-06,9.134432946958068,0.1469794538076285,1.002450099517184,0.010795985631842779,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,905.3903842005005,9.207633479218341,85.53331606183106,2.7175573834574878,1.0147734724828101,0.021854824407255048,100,2.0954507993580056,0.009867270460798376
100.0,0.0,NaN,linear,4.328761281083061e-06,9.088583076337912,0.14661337790884216,1.0019941304340267,0.0103104213160764,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,900.2342978216232,10.211647600521095,84.65869033145084,2.72502853582166,1.0143846644076981,0.020690591774473667,100,2.0563479959549382,0.010392426983456786
100.0,0.0,NaN,linear,5.336699231206313e-06,9.134433209765106,0.14697940381855507,1.0024500318392913,0.010795896902876806,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,905.39039096829,9.207633083934983,85.53332547076472,2.7175563017701894,1.0147733577975566,0.021854661785596644,100,2.095455407105066,0.009867291462960604
100.0,0.0,NaN,linear,6.579332246575683e-06,9.088583123850619,0.14661332006860564,1.001994163479528,0.010310407328186217,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,900.2342945170724,10.211643953354413,84.65869544287742,2.7250259245644854,1.0143847451863102,0.02069056091678283,100,2.056352243735153,0.010392441539271107
100.0,0.0,NaN,linear,8.111308307896873e-06,9.134433609214147,0.14697932784495538,1.0024499289751423,0.010795762048506252,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,905.3904012547039,9.207632483313102,85.53333977426814,2.7175546582435866,1.0147731834989535,0.0218544146272139,100,2.095462413127154,0.009867323396685824
100.0,0.0,NaN,linear,1e-05,9.088583196074694,0.14661323215674232,1.0019942137054996,0.010310386071723174,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,900.2342894944741,10.211638409965486,84.6587032161678,2.7250219556473536,1.0143848679816918,0.020690514025201442,100,2.0563587041965046,0.010392463682389537
100.0,0.0,NaN,linear,1.2328467394420658e-05,9.134434216354425,0.14697921238414718,1.0024497726313095,0.010795557095175459,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,905.3904168890876,9.207631570821537,85.53336152070084,2.7175521614802784,1.0147729186101029,0.02185403899634562,100,2.095473067794356,0.009867371961538677
100.0,0.0,NaN,linear,1.5199110829529332e-05,9.08858330586966,0.14661309853881846,1.0019942900439274,0.01031035377276376,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,900.2342818606314,10.211629984455609,84.65871504098904,2.725015923156199,1.0143850546638158,0.020690442775794897,100,2.0563685332563644,0.010392497383181811
100.0,0.0,NaN,linear,1.873817422860383e-05,9.134435139184177,0.14697903692243774,1.002449535003811,0.01079524561511505,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,905.3904406518348,9.207630184838665,85.53339458807972,2.7175483695127314,1.0147725160708279,0.021853468135277176,100,2.0954892761170663,0.009867445841471046
100.0,0.0,NaN,linear,2.310129700083158e-05,9.088583472796243,0.14661289545213743,1.0019944060702053,0.010310304701950837,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,900.2342702580052,10.21161717830967,84.65873303702283,2.725006754098473,1.0143853385058388,0.020690334532998015,100,2.0563834950378,0.010392548709855351
