Survive,Survive_bar,chi,dynamics,epsilon,mean_N,mean_N_bar,mean_R,mean_R_bar,mu,nu,nu_threshold,opti_f,opti_f_bar,phi_N,phi_N_bar,phi_R,phi_R_bar,power,power_bar,q_N,q_N_bar,q_R,q_R_bar,size,var_N,var_R
99.95,0.21794494717703367,NaN,quadratic,1e-06,9.8907211486855,0.09792925973630716,1.5663005248466835,0.024113135925319565,0.0,NaN,NaN,,,0.9995,0.0021794494717703385,1.0,0.0,987.2150647837531,16.653689467585995,100.77476134616539,1.9449279801567,4.031242460603094,0.20286428457774033,100,2.948396505110761,1.5779451264680984
100.0,0.0,NaN,quadratic,1.232846739442066e-06,9.900677226949119,0.1539983522006402,1.5679587951820335,0.025554640832300232,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,986.3802463621975,14.573650232285202,101.04823241117631,3.1095518159245428,4.080997165680993,0.26231922755056564,100,3.024822858947423,1.622502382292299
99.95,0.21794494717703367,NaN,quadratic,1.519911082952933e-06,9.890721009743661,0.09792930322234629,1.5663004900261945,0.02411312432087914,0.0,NaN,NaN,,,0.9995,0.0021794494717703385,1.0,0.0,987.2150507659029,16.653677883653017,100.77475912896915,1.9449295110212628,4.0312423186150985,0.20286437992678202,100,2.948397036384475,1.5779450935588015
100.0,0.0,NaN,quadratic,1.873817422860383e-06,9.900677055361355,0.15399818551330363,1.5679587546285483,0.02555466500299824,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,986.380229774474,14.573644110868605,101.04822878924493,3.1095487587863726,4.080996826240984,0.2623190911908258,100,3.0248226346861427,1.6225021700246756
99.95,0.21794494717703367,NaN,quadratic,2.310129700083158e-06,9.89072079765255,0.09792936983796773,1.5663004374382645,0.024113106700415124,0.0,NaN,NaN,,,0.9995,0.0021794494717703385,1.0,0.0,987.2150293700097,16.653660360995676,100.77475574747885,1.9449318412472623,4.031242109128796,0.20286452951628717,100,2.948397850362156,1.5779450488094973
100.0,0.0,NaN,quadratic,2.848035868435805e-06,9.900676794590956,0.15399793217971064,1.5679586929794163,0.025554701738589584,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,986.3802045655997,14.573634809409532,101.04822328476594,3.1095441124503918,4.08099631008487,0.26231888379252116,100,3.0248222938141036,1.62250184719515
99.95,0.21794494717703367,NaN,quadratic,3.5111917342151275e-06,9.890720476938528,0.09792947015958614,1.5663003568951035,0.024113079889092184,0.0,NaN,NaN,,,0.9995,0.0021794494717703385,1.0,0.0,987.2149970125656,16.653633576796363,100.77475062920166,1.9449353769930586,4.031241779264947,0.20286474844656568,100,2.948399076270566,1.5779449712552185
100.0,0.0,NaN,quadratic,4.328761281083061e-06,9.90067639816198,0.15399754711201108,1.5679585993069522,0.025554757582804757,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,986.3801662416602,14.573620667813621,101.0482149177183,3.1095370501777375,4.080995526191729,0.2623185689632024,100,3.0248217765966037,1.622501357051109
99.95,0.21794494717703367,NaN,quadratic,5.336699231206313e-06,9.890719988864104,0.09792962300501987,1.5663002347113337,0.02411303915223342,0.0,NaN,NaN,,,0.9995,0.0021794494717703385,1.0,0.0,987.2149477710052,16.65359292421635,100.77474284268528,1.9449407535742358,4.031241282179209,0.20286508439052803,100,2.948400944569349,1.57794485692243
100.0,0.0,NaN,quadratic,6.579332246575683e-06,9.90067579562204,0.15399696190553255,1.5679584569307243,0.025554842477733927,0.0,NaN,NaN,,,1.0,0.0,1.0,0.0,986.3801079924251,14.573599178326598,101.04820220143726,3.1095263170571017,4.080994334688109,0.2623180904662073,100,3.024820991421133,1.6225006120275307
