Survive,Survive_bar,chi,dynamics,epsilon,lam_min,lam_min_cor,lam_min_ran,mean_N,mean_N_bar,mean_R,mean_R_bar,mu,nu,nu_threshold,opti_f,opti_f_bar,phi_N,phi_N_bar,phi_R,phi_R_bar,power,power_bar,q_N,q_N_bar,q_R,q_R_bar,sample_size,size,var_N,var_R
0.0,0.0,NaN,linear,1e-06,0.0,0.0,0.0,0.0,0.0,9.998927973051485,0.10632330457393868,0,NaN,NaN,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.97056932398074,2.149214262001585,100,100,0.0,0.9920087137092681
0.0,0.0,NaN,linear,1.7012542798525892e-06,0.0,0.0,0.0,0.0,0.0,9.998927973051485,0.1063233045739386,0,NaN,NaN,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.97056932398074,2.1492142620015855,100,100,0.0,0.9920087137092681
0.0,0.0,NaN,linear,2.894266124716752e-06,0.0,0.0,0.0,0.0,0.0,9.998927973051485,0.10632330457393871,0,NaN,NaN,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.97056932398074,2.1492142620015846,100,100,0.0,0.9920087137092681
0.0,0.0,NaN,linear,4.923882631706742e-06,0.0,0.0,0.0,0.0,0.0,9.998927973051485,0.1063233045739386,0,NaN,NaN,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.97056932398074,2.1492142620015855,100,100,0.0,0.9920087137092681
0.0,0.0,NaN,linear,8.376776400682924e-06,0.0,0.0,0.0,0.0,0.0,9.998927973051485,0.10632330457393872,0,NaN,NaN,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.97056932398074,2.1492142620015855,100,100,0.0,0.9920087137092681
0.0,0.0,NaN,linear,1.4251026703029993e-05,0.0,0.0,0.0,0.0,0.0,9.998927973051485,0.10632330457393871,0,NaN,NaN,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.97056932398074,2.1492142620015855,100,100,0.0,0.9920087137092681
0.0,0.0,NaN,linear,2.424462017082331e-05,0.0,0.0,0.0,0.0,0.0,9.998927973051485,0.1063233045739386,0,NaN,NaN,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.97056932398074,2.149214262001585,100,100,0.0,0.9920087137092681
0.0,0.0,NaN,linear,4.124626382901348e-05,0.0,0.0,0.0,0.0,0.0,9.998927973051485,0.10632330457393867,0,NaN,NaN,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.97056932398074,2.1492142620015846,100,100,0.0,0.9920087137092681
0.0,0.0,NaN,linear,7.017038286703837e-05,0.0,0.0,0.0,0.0,0.0,9.998927973051485,0.10632330457393867,0,NaN,NaN,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.97056932398074,2.1492142620015846,100,100,0.0,0.9920087137092681
0.0,0.0,NaN,linear,0.00011937766417144369,0.0,0.0,0.0,0.0,0.0,9.998927973051485,0.10632330457393867,0,NaN,NaN,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.97056932398074,2.1492142620015846,100,100,0.0,0.9920087137092681
